player_id,player_name,age,country,device_type,tier,kd_ratio,total_matches,total_wins,avg_damage
P03827,Player_ABUPK,21,India,Tablet,Silver,4.2,506,362,231
P03828,Player_IDFBI,26,India,Tablet,Platinum,2.43,1888,177,875
P03829,Player_YCPNY,16,India,Tablet,Diamond,3.19,1453,339,412
P03830,Player_COVGV,26,India,Mobile,Platinum,1.57,261,337,461
P03831,Player_VIGBJ,16,India,Tablet,Ace,1.28,565,40,646
P03832,Player_GXZLC,22,India,Mobile,Diamond,4.45,1434,377,896
P03833,Player_XWFZO,26,India,Tablet,Crown,3.27,151,492,997
P03834,Player_ZYYJL,22,India,Mobile,Platinum,2.53,895,395,785
P03835,Player_LVJIT,21,India,Tablet,Gold,2.26,548,186,516
P03836,Player_EWOJV,24,India,Mobile,Diamond,5.42,884,143,649
P03837,Player_ZTAQY,18,India,Tablet,Gold,1.78,725,133,755
P03838,Player_QMPWI,19,India,Mobile,Ace,2.96,1590,324,656
P03839,Player_DMVYO,24,India,Tablet,Silver,5.05,1147,412,290
P03840,Player_DZVUO,17,India,Mobile,Diamond,2.43,721,262,845
P03841,Player_ODJMK,17,India,Mobile,Conqueror,2.92,664,158,345
P03842,Player_RWETA,28,India,Tablet,Ace,5.07,1608,318,882
P03843,Player_HUEOL,30,India,Tablet,Ace,2.18,489,201,282
P03844,Player_GTQFF,23,India,Mobile,Bronze,5.47,785,384,438
P03845,Player_IKUHF,21,India,Tablet,Ace,2.62,958,77,678
P03846,Player_KILKZ,22,India,Mobile,Conqueror,2.57,1469,50,719
P03847,Player_CZYDG,22,India,Tablet,Bronze,4.75,1577,365,793
P03848,Player_FIXKL,26,India,Mobile,Ace,1.86,1459,184,332
P03849,Player_ZCVGJ,28,India,Mobile,Platinum,4.03,1680,379,599
P03850,Player_DASMW,21,India,Mobile,Diamond,4.18,1828,184,383
P03851,Player_WDBJU,27,India,Mobile,Platinum,1.78,1172,26,741
P03852,Player_SWKNR,18,India,Tablet,Bronze,1.68,1853,80,648
P03853,Player_WDIZG,29,India,Tablet,Bronze,5.36,1694,257,393
P03854,Player_DPOXL,16,India,Mobile,Diamond,5.82,1512,298,656
P03855,Player_EHLGR,19,India,Mobile,Ace,3.26,1498,141,445
P03856,Player_GUHPQ,29,India,Tablet,Bronze,1.39,665,198,928
P03857,Player_CMEGM,28,India,Tablet,Conqueror,2.22,1331,224,857
P03858,Player_CYFPB,20,India,Tablet,Gold,4.08,848,74,875
P03859,Player_QIJQB,24,India,Tablet,Gold,4.54,1048,287,391
P03860,Player_UXDZF,19,India,Mobile,Diamond,4.21,1373,268,307
P03861,Player_DDGAQ,21,India,Tablet,Platinum,4.17,198,189,310
P03862,Player_NKMTU,21,India,Mobile,Ace,3.98,209,10,976
P03863,Player_CXHSO,30,India,Mobile,Ace,2.28,1190,452,617
P03864,Player_QIYPX,24,India,Mobile,Conqueror,3.12,1114,357,542
P03865,Player_JETOZ,30,India,Mobile,Platinum,5.44,1308,171,339
P03866,Player_MEGPN,29,India,Mobile,Crown,3.82,1745,477,756
P03867,Player_TQOII,21,India,Mobile,Conqueror,4.13,365,45,323
P03868,Player_ALHGV,30,India,Tablet,Gold,5.6,313,202,410
P03869,Player_YELBN,23,India,Mobile,Conqueror,3.18,1973,395,911
P03870,Player_AGAAD,26,India,Mobile,Crown,1.73,1333,361,407
P03871,Player_YOSUS,24,India,Tablet,Diamond,2.4,1361,132,880
P03872,Player_JHHRQ,20,India,Mobile,Crown,5.5,1474,280,426
P03873,Player_ENHHK,29,India,Tablet,Diamond,4.58,241,444,370
P03874,Player_UQKFZ,19,India,Mobile,Conqueror,3.24,998,10,933
P03875,Player_NUDWG,30,India,Tablet,Crown,4.01,1507,185,235
P03876,Player_KLAEG,29,India,Mobile,Conqueror,2.18,654,269,541
P03877,Player_GKRJB,18,India,Mobile,Conqueror,4.14,1925,397,415
P03878,Player_NNIKC,30,India,Mobile,Ace,3.34,482,438,778
P03879,Player_SIAXP,18,India,Tablet,Diamond,4.05,144,58,477
P03880,Player_JQPQE,25,India,Tablet,Diamond,5.78,1569,328,679
P03881,Player_TTLMW,27,India,Tablet,Crown,4.97,1988,439,307
P03882,Player_PCMNA,16,India,Tablet,Conqueror,1.75,1278,440,340
P03883,Player_SJGVQ,28,India,Mobile,Crown,4.37,1672,259,334
P03884,Player_FBKCF,25,India,Mobile,Bronze,4.58,786,360,214
P03885,Player_EMLKM,22,India,Mobile,Gold,5.21,1719,103,771
P03886,Player_LQDAI,26,India,Mobile,Silver,2.29,135,440,362
P03887,Player_BJJUH,23,India,Mobile,Bronze,5.5,1949,67,540
P03888,Player_USZOU,17,India,Tablet,Conqueror,5.83,286,194,932
P03889,Player_MWJHS,27,India,Tablet,Conqueror,2.91,1145,489,983
P03890,Player_ASIOA,17,India,Mobile,Diamond,1.27,638,161,899
P03891,Player_TCCNR,27,India,Tablet,Platinum,3.08,1087,140,824
P03892,Player_ZDGZW,21,India,Tablet,Bronze,2.76,740,253,217
P03893,Player_JEJAR,21,India,Mobile,Crown,5.47,970,462,876
P03894,Player_TKWAF,25,India,Mobile,Ace,5.39,907,179,280
P03895,Player_NNORV,17,India,Mobile,Ace,2.81,1735,75,771
P03896,Player_CGAJA,30,India,Mobile,Platinum,2.47,1880,20,706
P03897,Player_GNYBG,16,India,Mobile,Bronze,4.28,1111,198,270
P03898,Player_IJDHQ,20,India,Tablet,Platinum,4.47,782,305,692
P03899,Player_XRDKD,30,India,Mobile,Crown,5.85,881,304,247
P03900,Player_GDVYT,26,India,Mobile,Ace,1.41,1528,35,362
P03901,Player_CETNW,16,India,Mobile,Platinum,2.03,1360,335,696
P03902,Player_JLRTH,20,India,Tablet,Platinum,1.88,153,434,976
P03903,Player_RMXEJ,18,India,Mobile,Diamond,4.81,1821,163,963
P03904,Player_XTHBD,26,India,Mobile,Bronze,4.83,542,45,654
P03905,Player_WSOKW,26,India,Mobile,Platinum,1.26,266,329,228
P03906,Player_KTLHK,29,India,Tablet,Platinum,4.64,508,341,217
P03907,Player_CTENM,25,India,Tablet,Crown,2.25,167,296,959
P03908,Player_SKHAB,23,India,Tablet,Crown,1.21,472,313,501
P03909,Player_DLAAK,22,India,Mobile,Ace,1.75,1234,430,407
P03910,Player_XGNCA,24,India,Mobile,Conqueror,3.87,699,406,382
P03911,Player_JRQSK,27,India,Mobile,Silver,2.71,169,398,418
P03912,Player_LRMDU,20,India,Tablet,Diamond,5.35,1659,174,943
P03913,Player_AYMXC,21,India,Tablet,Platinum,2.62,433,16,477
P03914,Player_VTRJR,29,India,Tablet,Crown,5.56,296,123,624
P03915,Player_YWXPX,24,India,Mobile,Bronze,4.8,1908,300,920
P03916,Player_XELTU,18,India,Tablet,Conqueror,1.74,670,215,469
P03917,Player_YHARF,23,India,Mobile,Diamond,1.88,1118,72,891
P03918,Player_DCLIO,29,India,Tablet,Conqueror,1.1,1928,346,680
P03919,Player_JGWTV,24,India,Mobile,Bronze,4.77,190,382,203
P03920,Player_EBJCU,23,India,Tablet,Diamond,3.0,1213,254,662
P03921,Player_DHYEE,24,India,Mobile,Platinum,3.04,988,150,648
P03922,Player_SKCZG,30,India,Tablet,Crown,5.25,309,230,993
P03923,Player_QCDWE,16,India,Tablet,Ace,2.18,845,55,869
P03924,Player_CQGVW,19,India,Mobile,Conqueror,4.99,202,491,381
P03925,Player_XHKEJ,29,India,Mobile,Diamond,1.94,328,430,242
P03926,Player_ELGEJ,25,India,Tablet,Platinum,1.51,379,234,425
P03927,Player_JXVRN,30,India,Mobile,Gold,4.39,902,96,833
P03928,Player_ROHNK,29,India,Tablet,Ace,2.36,1804,481,678
P03929,Player_HRPIL,17,India,Mobile,Crown,2.89,1317,497,759
P03930,Player_MVMUR,19,India,Mobile,Crown,3.34,320,328,346
P03931,Player_XVFLX,27,India,Tablet,Silver,5.73,1877,469,707
P03932,Player_DREWG,20,India,Tablet,Diamond,1.79,1801,296,256
P03933,Player_YJXIH,30,India,Tablet,Conqueror,2.06,413,382,558
P03934,Player_TCWJO,16,India,Tablet,Ace,4.3,1307,467,750
P03935,Player_TTTAU,23,India,Mobile,Diamond,5.78,899,462,701
P03936,Player_AJSZD,18,India,Tablet,Gold,5.2,792,312,285
P03937,Player_XFSTP,28,India,Mobile,Diamond,2.61,1973,271,502
P03938,Player_VNTTW,17,India,Mobile,Silver,2.19,488,25,339
P03939,Player_OVJCD,19,India,Tablet,Platinum,1.38,905,59,551
P03940,Player_BETFU,25,India,Tablet,Conqueror,1.12,824,279,815
P03941,Player_UQQSM,17,India,Mobile,Diamond,1.83,550,362,651
P03942,Player_OTRRM,25,India,Tablet,Crown,1.92,1908,118,789
P03943,Player_FPEBX,28,India,Tablet,Platinum,2.89,702,225,493
P03944,Player_BBGUM,25,India,Mobile,Gold,1.19,326,427,810
P03945,Player_GWYRJ,18,India,Mobile,Bronze,1.95,1026,475,808
P03946,Player_XVWQQ,24,India,Tablet,Diamond,4.15,1151,361,725
P03947,Player_AYFTQ,25,India,Tablet,Diamond,3.11,1039,217,729
P03948,Player_KGIRM,19,India,Mobile,Bronze,3.94,1933,19,653
P03949,Player_WVYUQ,23,India,Mobile,Conqueror,5.1,1415,463,907
P03950,Player_LBSCR,22,India,Tablet,Crown,1.2,261,257,872
P03951,Player_WTGMQ,27,India,Tablet,Platinum,2.9,153,207,263
P03952,Player_CUXYH,18,India,Tablet,Ace,5.38,1246,359,994
P03953,Player_QTIFS,26,India,Tablet,Ace,4.35,919,331,316
P03954,Player_SVKFM,30,India,Mobile,Gold,1.64,559,92,260
P03955,Player_CGIPF,28,India,Mobile,Diamond,3.54,1740,171,594
P03956,Player_KCAMB,26,India,Tablet,Bronze,3.23,496,123,590
P03957,Player_ZGGDB,22,India,Mobile,Bronze,1.52,1465,64,667
P03958,Player_MURAT,19,India,Tablet,Bronze,4.98,604,309,702
P03959,Player_TOGSE,16,India,Tablet,Silver,4.05,1202,153,432
P03960,Player_XQUWA,24,India,Mobile,Ace,2.6,1241,408,782
P03961,Player_RLRLC,27,India,Tablet,Silver,2.03,429,144,514
P03962,Player_RZQQM,21,India,Mobile,Platinum,4.64,1332,236,729
P03963,Player_PXDBZ,19,India,Mobile,Bronze,3.3,869,216,674
P03964,Player_DUQAY,23,India,Mobile,Silver,2.28,1119,388,352
P03965,Player_REOLT,24,India,Mobile,Bronze,1.19,142,110,469
P03966,Player_FZOHH,25,India,Tablet,Crown,4.63,343,254,654
P03967,Player_VFLSZ,18,India,Mobile,Ace,2.3,713,101,620
P03968,Player_IVEHE,26,India,Tablet,Platinum,4.06,1662,176,426
P03969,Player_ZEXTB,24,India,Mobile,Ace,3.5,1984,12,914
P03970,Player_TORTA,23,India,Mobile,Ace,2.58,1847,94,723
P03971,Player_XZXZI,17,India,Mobile,Diamond,3.01,811,301,646
P03972,Player_FVCEC,22,India,Tablet,Gold,2.79,297,271,708
P03973,Player_NXHBI,23,India,Mobile,Crown,1.4,921,341,518
P03974,Player_BYEEG,27,India,Mobile,Silver,1.89,760,388,587
P03975,Player_HSLYZ,29,India,Tablet,Ace,2.63,114,244,693
P03976,Player_ESKSK,26,India,Mobile,Ace,4.78,1151,92,303
P03977,Player_XWVED,18,India,Tablet,Bronze,3.58,1647,490,468
P03978,Player_HXWKB,30,India,Tablet,Ace,3.58,1282,46,631
P03979,Player_XSPGO,21,India,Mobile,Crown,1.46,340,365,804
P03980,Player_VRMMF,25,India,Tablet,Ace,2.04,613,435,568
P03981,Player_GBEXN,30,India,Mobile,Diamond,5.29,1000,492,328
P03982,Player_VZPJF,18,India,Tablet,Bronze,4.9,505,480,413
P03983,Player_NFMZZ,16,India,Tablet,Conqueror,1.04,1753,35,399
P03984,Player_MNIQU,19,India,Tablet,Bronze,3.69,789,276,982
P03985,Player_XZJOM,29,India,Mobile,Ace,4.47,166,183,426
P03986,Player_TXSME,22,India,Mobile,Silver,3.96,594,30,442
P03987,Player_FKEXZ,25,India,Mobile,Silver,4.5,258,295,358
P03988,Player_KYRGG,18,India,Mobile,Platinum,4.94,1025,465,974
P03989,Player_MJDNO,24,India,Mobile,Gold,1.99,1618,190,459
P03990,Player_WXAOK,20,India,Tablet,Ace,2.19,509,197,323
P03991,Player_ZFYIF,20,India,Mobile,Conqueror,2.07,337,478,632
P03992,Player_LXUCF,20,India,Mobile,Gold,5.85,1737,135,267
P03993,Player_DVLIA,27,India,Mobile,Diamond,4.59,406,111,813
P03994,Player_AILZN,28,India,Mobile,Bronze,4.09,154,439,678
P03995,Player_TAHTE,21,India,Tablet,Platinum,4.19,719,102,723
P03996,Player_NKQEQ,29,India,Tablet,Ace,5.69,1557,104,933
P03997,Player_FVIFO,20,India,Mobile,Gold,4.44,1140,373,234
P03998,Player_CXONF,21,India,Mobile,Diamond,3.17,1691,464,910
P03999,Player_ONPGR,20,India,Tablet,Diamond,1.0,1633,465,320
P04000,Player_HDOMB,18,India,Mobile,Crown,4.01,365,161,911
P04001,Player_FAGVY,22,India,Mobile,Platinum,2.75,357,400,590
P04002,Player_OEPTT,28,India,Tablet,Ace,3.36,125,113,267
P04003,Player_SJYFO,18,India,Mobile,Platinum,4.89,1838,208,890
P04004,Player_DWHCY,24,India,Tablet,Gold,2.57,1239,154,547
P04005,Player_JCQMG,24,India,Tablet,Gold,4.67,1031,73,367
P04006,Player_HCKXX,22,India,Mobile,Platinum,5.65,533,171,510
P04007,Player_TXKDC,29,India,Tablet,Gold,5.21,108,278,369
P04008,Player_ZGZGG,22,India,Mobile,Platinum,1.87,1484,184,332
P04009,Player_NWTBS,19,India,Tablet,Ace,1.17,1233,223,676
P04010,Player_LWMHK,16,India,Tablet,Bronze,2.32,1624,157,506
P04011,Player_FREUS,28,India,Mobile,Silver,3.3,1767,465,498
P04012,Player_DZUSO,16,India,Mobile,Conqueror,4.1,1385,186,963
P04013,Player_XQQIW,27,India,Mobile,Gold,3.3,668,49,724
P04014,Player_VCESR,19,India,Mobile,Platinum,3.73,1514,159,611
P04015,Player_PBKQQ,23,India,Mobile,Conqueror,1.11,1095,144,772
P04016,Player_MCEHN,28,India,Tablet,Crown,3.75,1937,118,241
P04017,Player_PHSTU,29,India,Mobile,Platinum,3.58,722,128,977
P04018,Player_CXQUC,24,India,Tablet,Conqueror,1.97,1575,444,658
P04019,Player_KYOTN,24,India,Mobile,Diamond,1.89,745,336,876
P04020,Player_PXJDE,19,India,Mobile,Ace,3.98,1684,99,377
P04021,Player_TGYYC,29,India,Mobile,Platinum,4.35,936,404,492
P04022,Player_MTPDA,25,India,Mobile,Conqueror,4.74,1853,75,235
P04023,Player_YDCTL,22,India,Mobile,Silver,2.89,1027,134,558
P04024,Player_JSPYJ,20,India,Tablet,Crown,5.38,498,231,320
P04025,Player_BRFVL,27,India,Mobile,Crown,4.48,1843,440,826
P04026,Player_EQJKE,17,India,Mobile,Platinum,1.34,1756,144,385
P04027,Player_QRIBD,26,India,Mobile,Bronze,5.17,917,59,834
P04028,Player_FQBUO,16,India,Tablet,Conqueror,1.86,1297,320,584
P04029,Player_VYFIY,30,India,Mobile,Diamond,2.34,184,427,312
P04030,Player_ELWMM,27,India,Tablet,Silver,5.98,827,422,319
P04031,Player_UYFWL,18,India,Mobile,Bronze,5.46,1947,466,615
P04032,Player_YGGJS,20,India,Tablet,Ace,3.74,1092,439,966
P04033,Player_WHMHZ,30,India,Mobile,Silver,1.75,1193,396,706
P04034,Player_PMGWG,29,India,Tablet,Silver,3.72,350,96,969
P04035,Player_XCJAG,25,India,Tablet,Bronze,2.19,1693,41,774
P04036,Player_WUGJE,29,India,Tablet,Ace,2.75,1389,494,566
P04037,Player_OHOKD,29,India,Mobile,Platinum,4.41,1061,99,858
P04038,Player_EZVSK,22,India,Tablet,Conqueror,3.91,558,445,392
P04039,Player_IQTVQ,24,India,Mobile,Crown,2.97,491,23,433
P04040,Player_LTFGO,18,India,Tablet,Conqueror,5.78,1416,69,363
P04041,Player_UVYRJ,18,India,Tablet,Silver,5.14,1899,279,961
P04042,Player_YJYEP,26,India,Tablet,Platinum,3.49,1071,93,538
P04043,Player_YLVUS,26,India,Mobile,Ace,1.86,524,186,842
P04044,Player_YARTP,26,India,Tablet,Conqueror,3.81,1574,139,651
P04045,Player_JCMJL,26,India,Mobile,Gold,5.77,1849,202,821
P04046,Player_DPITK,23,India,Tablet,Platinum,5.79,1720,214,485
P04047,Player_GUBFL,21,India,Mobile,Diamond,5.86,1697,336,802
P04048,Player_MWFDN,30,India,Mobile,Diamond,4.18,1001,230,506
P04049,Player_SOLJH,27,India,Mobile,Platinum,4.73,705,307,611
P04050,Player_LZYJZ,25,India,Tablet,Gold,2.2,1254,143,970
P04051,Player_IUVGR,28,India,Mobile,Silver,1.65,303,285,387
P04052,Player_BWPFB,23,India,Mobile,Gold,5.99,1845,385,306
P04053,Player_VEGNI,19,India,Tablet,Ace,1.44,1309,350,980
P04054,Player_OVMAI,23,India,Mobile,Gold,2.0,1787,169,477
P04055,Player_MCBZA,21,India,Tablet,Bronze,3.81,1093,109,354
P04056,Player_PGWEE,19,India,Tablet,Conqueror,2.38,664,77,205
P04057,Player_WNPJP,16,India,Tablet,Silver,3.79,1548,434,921
P04058,Player_TFODW,20,India,Tablet,Crown,5.5,211,53,845
P04059,Player_TXSVN,28,India,Tablet,Gold,3.66,730,213,939
P04060,Player_OOPBY,26,India,Mobile,Bronze,2.94,593,479,568
P04061,Player_XIAHT,16,India,Tablet,Bronze,5.84,130,159,794
P04062,Player_RIYVE,25,India,Mobile,Bronze,3.61,203,198,871
P04063,Player_RYZCE,22,India,Tablet,Diamond,3.57,795,206,592
P04064,Player_FGEUQ,16,India,Tablet,Silver,2.41,1956,142,552
P04065,Player_CIJXA,27,India,Mobile,Gold,5.52,1461,463,682
P04066,Player_KBQTP,20,India,Tablet,Bronze,3.96,315,296,825
P04067,Player_PNYSN,16,India,Tablet,Ace,1.96,1099,426,922
P04068,Player_CTRMB,28,India,Tablet,Diamond,1.0,1182,107,514
P04069,Player_CQSYJ,24,India,Tablet,Diamond,4.14,1094,257,799
P04070,Player_FHXZA,21,India,Tablet,Crown,5.0,1509,433,764
P04071,Player_IAWBL,21,India,Tablet,Conqueror,1.65,967,225,397
P04072,Player_HMJWW,28,India,Tablet,Gold,3.18,1653,315,756
P04073,Player_YDPFZ,29,India,Tablet,Conqueror,4.05,1310,383,954
P04074,Player_EKWCX,20,India,Tablet,Gold,3.37,1508,271,447
P04075,Player_GYIYG,21,India,Tablet,Ace,3.87,880,435,569
P04076,Player_CPFHU,21,India,Tablet,Platinum,5.15,985,67,648
P04077,Player_YJBPG,22,India,Mobile,Crown,1.66,716,96,738
P04078,Player_PYOVK,30,India,Mobile,Ace,1.51,1431,213,985
P04079,Player_FCNCP,17,India,Mobile,Bronze,3.31,1703,213,289
P04080,Player_CRJEX,27,India,Tablet,Diamond,5.85,591,50,891
P04081,Player_QKRYV,19,India,Tablet,Ace,5.97,1676,23,753
P04082,Player_PPZDW,30,India,Tablet,Conqueror,2.6,1015,358,421
P04083,Player_JJBIP,27,India,Tablet,Gold,4.16,617,382,979
P04084,Player_BDTHI,21,India,Tablet,Ace,4.59,557,156,276
P04085,Player_LCDKJ,16,India,Tablet,Ace,1.23,238,403,911
P04086,Player_DKABD,26,India,Mobile,Conqueror,2.52,1660,463,751
P04087,Player_TFYPS,26,India,Tablet,Conqueror,3.53,611,38,639
P04088,Player_KAOVI,27,India,Mobile,Silver,3.91,647,468,362
P04089,Player_YDVVQ,19,India,Tablet,Bronze,3.04,483,96,335
P04090,Player_XBGKZ,21,India,Tablet,Gold,1.17,1622,93,480
P04091,Player_KMVWW,21,India,Tablet,Conqueror,4.4,688,268,207
P04092,Player_COHNL,26,India,Tablet,Bronze,5.26,1055,373,395
P04093,Player_KAXGG,18,India,Mobile,Crown,3.94,1522,431,384
P04094,Player_GXACI,21,India,Tablet,Gold,5.69,1021,13,593
P04095,Player_MPHPQ,18,India,Mobile,Crown,3.7,1184,474,776
P04096,Player_LANBA,18,India,Tablet,Platinum,5.72,1847,402,749
P04097,Player_XLHOH,17,India,Tablet,Bronze,2.95,1662,159,296
P04098,Player_SZNEI,16,India,Tablet,Ace,5.82,1298,258,649
P04099,Player_YAEJV,18,India,Tablet,Platinum,2.74,1046,75,745
P04100,Player_CXAEC,25,India,Tablet,Gold,1.06,1215,49,698
P04101,Player_NNLRW,25,India,Tablet,Platinum,1.86,1381,309,282
P04102,Player_VKZEZ,16,India,Tablet,Gold,1.27,978,327,906
P04103,Player_RXHKA,30,India,Tablet,Bronze,4.09,241,272,264
P04104,Player_HJRKD,27,India,Tablet,Gold,1.21,1895,204,829
P04105,Player_CFPJN,22,India,Mobile,Crown,5.61,1846,58,905
P04106,Player_JFWDT,22,India,Tablet,Crown,4.59,983,306,665
P04107,Player_IAWTB,28,India,Mobile,Gold,5.12,1006,176,597
P04108,Player_UELEY,29,India,Mobile,Crown,5.37,328,479,688
P04109,Player_QXTGF,25,India,Mobile,Bronze,2.47,1924,50,555
P04110,Player_GJVZX,22,India,Tablet,Bronze,5.97,1403,295,607
P04111,Player_GOWPD,30,India,Tablet,Platinum,1.44,458,253,579
P04112,Player_YUWKT,23,India,Tablet,Platinum,3.4,747,498,882
P04113,Player_VPHDS,17,India,Tablet,Platinum,3.77,1387,477,575
P04114,Player_YZUNA,19,India,Tablet,Crown,5.79,1657,330,489
P04115,Player_DSEHF,21,India,Tablet,Bronze,4.27,520,168,527
P04116,Player_POYHI,26,India,Mobile,Ace,2.56,703,397,707
P04117,Player_WDEMA,22,India,Mobile,Crown,3.13,1044,117,392
P04118,Player_OXBAN,16,India,Tablet,Silver,1.93,864,279,486
P04119,Player_VOJMA,18,India,Tablet,Diamond,5.45,1307,288,956
P04120,Player_GUZDF,20,India,Mobile,Ace,4.94,1583,47,319
P04121,Player_LICYI,25,India,Mobile,Diamond,4.11,1121,412,330
P04122,Player_FDWZU,30,India,Mobile,Conqueror,1.88,805,418,260
P04123,Player_RJLDJ,19,India,Mobile,Diamond,4.57,832,179,656
P04124,Player_JFBTB,24,India,Mobile,Conqueror,1.02,628,59,925
P04125,Player_EOWAT,19,India,Mobile,Diamond,5.49,1799,13,397
P04126,Player_ZXBAO,26,India,Tablet,Conqueror,5.86,1513,329,793
P04127,Player_UOBLF,22,India,Mobile,Gold,4.23,341,230,654
P04128,Player_OSXUA,24,India,Mobile,Ace,5.37,1055,477,640
P04129,Player_JLWMJ,18,India,Mobile,Diamond,4.61,1989,427,898
P04130,Player_FZUFU,30,India,Tablet,Gold,4.75,321,24,387
P04131,Player_JEFVF,24,India,Mobile,Crown,2.73,282,372,473
P04132,Player_VAHHI,28,India,Mobile,Platinum,3.04,899,76,731
P04133,Player_ITJBF,19,India,Mobile,Ace,5.91,1373,493,980
P04134,Player_IOTXP,23,India,Tablet,Diamond,3.48,888,377,626
P04135,Player_EDWLA,25,India,Tablet,Platinum,2.07,1520,76,354
P04136,Player_GJGIL,27,India,Mobile,Conqueror,5.58,402,482,847
P04137,Player_NDSLG,28,India,Mobile,Diamond,2.83,1237,397,238
P04138,Player_JXITY,30,India,Tablet,Platinum,1.62,889,134,420
P04139,Player_SLAFY,27,India,Tablet,Gold,4.02,903,465,900
P04140,Player_OLJBC,22,India,Mobile,Platinum,4.75,537,104,912
P04141,Player_LOLQQ,17,India,Tablet,Platinum,3.72,516,17,640
P04142,Player_JLDUN,16,India,Mobile,Gold,4.75,780,48,573
P04143,Player_QNZXN,24,India,Tablet,Platinum,2.56,684,262,673
P04144,Player_RGRJE,18,India,Tablet,Ace,4.43,1637,422,422
P04145,Player_ZBZMC,26,India,Mobile,Gold,1.37,548,79,700
P04146,Player_TKCOE,25,India,Tablet,Diamond,5.84,1568,354,390
P04147,Player_IRGCH,24,India,Mobile,Ace,3.26,742,366,342
P04148,Player_CDWZJ,16,India,Mobile,Bronze,3.32,475,323,823
P04149,Player_MWCNE,18,India,Tablet,Crown,5.05,1603,159,708
P04150,Player_EPSLH,17,India,Mobile,Ace,4.84,1741,204,354
P04151,Player_YUPSV,30,India,Mobile,Silver,1.12,717,161,375
P04152,Player_JQISU,29,India,Mobile,Silver,4.28,269,360,611
P04153,Player_SWXSM,20,India,Mobile,Bronze,1.1,1296,226,404
P04154,Player_XFNUS,23,India,Mobile,Ace,2.97,1294,37,315
P04155,Player_PKKGK,27,India,Mobile,Silver,4.02,1781,193,237
P04156,Player_JHJNF,24,India,Mobile,Silver,4.92,944,377,279
P04157,Player_AWRYT,30,India,Mobile,Ace,1.11,1369,200,899
P04158,Player_PDPVN,16,India,Tablet,Crown,2.59,1283,500,506
P04159,Player_QCTXC,21,India,Tablet,Silver,1.03,518,34,626
P04160,Player_CSPIZ,29,India,Tablet,Gold,5.97,509,27,963
P04161,Player_ZCYNK,23,India,Mobile,Conqueror,3.5,162,483,306
P04162,Player_DALJZ,28,India,Mobile,Silver,5.64,1994,270,232
P04163,Player_YXHYL,25,India,Mobile,Bronze,2.43,1031,71,325
P04164,Player_OUBBP,27,India,Mobile,Crown,4.06,983,90,689
P04165,Player_JGEQQ,30,India,Tablet,Conqueror,5.84,930,124,221
P04166,Player_IPCKV,19,India,Tablet,Gold,3.57,1990,286,752
P04167,Player_ZTSGW,21,India,Mobile,Conqueror,1.53,1147,115,809
P04168,Player_DMDSH,29,India,Mobile,Crown,5.8,1903,286,287
P04169,Player_FBKZO,30,India,Tablet,Diamond,1.84,578,428,472
P04170,Player_XJXPM,20,India,Mobile,Platinum,3.97,929,232,271
P04171,Player_PCPDS,28,India,Mobile,Crown,4.35,1162,403,982
P04172,Player_DMPLK,25,India,Mobile,Crown,5.35,1878,188,877
P04173,Player_HBCBE,29,India,Tablet,Conqueror,1.18,772,118,609
P04174,Player_NLGRM,23,India,Mobile,Gold,5.26,1654,318,317
P04175,Player_KNRZW,18,India,Mobile,Crown,5.91,1940,487,984
P04176,Player_MEIGI,16,India,Tablet,Platinum,5.94,1315,145,575
P04177,Player_GQQFI,29,India,Mobile,Silver,2.3,772,138,561
P04178,Player_TEKIA,26,India,Mobile,Diamond,1.19,167,193,306
P04179,Player_BSDIA,23,India,Mobile,Crown,4.63,822,110,733
P04180,Player_FGMTW,23,India,Mobile,Diamond,5.48,1226,61,394
P04181,Player_LOTVP,27,India,Tablet,Diamond,4.33,612,325,705
P04182,Player_GSHNO,29,India,Tablet,Platinum,1.06,1182,324,912
P04183,Player_ZXVCQ,24,India,Mobile,Diamond,3.03,1350,305,340
P04184,Player_EPHGX,16,India,Tablet,Bronze,1.27,484,296,560
P04185,Player_JQKSQ,18,India,Mobile,Platinum,3.23,1529,365,356
P04186,Player_BSHXO,21,India,Tablet,Gold,3.37,1465,490,363
P04187,Player_MZZZG,22,India,Mobile,Conqueror,1.76,1436,414,550
P04188,Player_RATGC,22,India,Tablet,Gold,4.82,845,432,400
P04189,Player_VDSKO,30,India,Mobile,Ace,3.93,523,305,781
P04190,Player_QRITC,16,India,Tablet,Crown,3.5,798,156,890
P04191,Player_UEYGX,29,India,Tablet,Crown,4.37,1006,119,919
P04192,Player_WGEIF,23,India,Mobile,Diamond,4.38,1377,148,897
P04193,Player_HNUEC,23,India,Mobile,Silver,3.29,1741,301,579
P04194,Player_EBAQN,30,India,Mobile,Gold,2.47,159,322,259
P04195,Player_ZIJNS,29,India,Mobile,Diamond,5.33,1528,164,487
P04196,Player_VXJOJ,30,India,Tablet,Crown,2.82,1122,141,918
P04197,Player_AITRP,18,India,Mobile,Gold,1.61,1068,300,282
P04198,Player_VJYWO,20,India,Mobile,Crown,3.94,1287,488,394
P04199,Player_GIRNC,17,India,Mobile,Ace,2.25,875,399,847
P04200,Player_FSEWU,25,India,Mobile,Silver,4.32,999,194,543
